idx,type,type_name,name,formula,pa,ra,pb,rb,coefs,srcs,saved,editable
10815,5,∫ с пределами,денежные накопления,"∫(1·[10816] + -1·[10814] + -1·[10870]) dt, x0=1, pa1=0.001, hi=100000",1;0.001,0;0,100000,0,1;-1;-1,10816;10814;10870,6.77862,0
10816,11,Π/Π,формир денежн накоплений,[10838]·[10838]·[10805] / [10819]·[10819],0;0;0,10838;10838;10805,0;0,10819;10819,,,0,0
10817,11,Π/Π,формир соц напряженности,[10815] / [10818],0,10815,0,10818,,,0,0
10818,4,1/(Tp+1)·g,финансовые возможности,"clip(1·(1·[10805] + 1·[10814] + -1·[10816]), 0.1, 1)",1,0,1;0.1,0;0,1;1;-1,10805;10814;10816,19.5155,0
10819,1,Σ,формирование денежн накоплений,1·1 + 1·[10838],,,,,1;1,const;10838,0,0
10820,1,Σ,расходы на ТНП Услуги и Досуг,1·[10818] + -1·[10821],,,,,1;-1,10818;10821,0,0
10821,9,Π,расходы на ПП и Жилье,[10831]·[10818],0;0,10831;10818,,,,,0,0
10822,12,Π/Σ,расходы на ПП,[10828]·[10821] / (1·[10828] + 1·[10836]),0;0,10828;10821,,,1;1,10828;10836,0,0
10823,14,clip Σ,расходы на жилье,"clip(1·[10821] + -1·[10822] + -1·[70], 0.01, 1e+07)",0.01,0,1e+07,0,1;-1;-1,10821;10822;70,0,0
10824,2,уставка·Σ,масштабир цены ПП в соц гр,0.08·(1·[4197]),0.08,0,,,1,4197,0,0
10825,12,Π/Σ,формир доли на ПП,[10824] / (0.001·1 + 0.2·[10822]),0,10824,,,0.001;0.2,const;10822,0,0
10826,11,Π/Π,спрос соц группы на ПП,[10811]·[10822] / [10824],0;0,10811;10822,0,10824,,,0,0
10827,12,Π/Σ,формир доли на ПП,[10825] / (1·[10825] + 1·[10822]),0,10825,,,1;1,10825;10822,0,0
10828,4,1/(Tp+1)·g,формир доли на ПП,"clip(1·(1·[10827]), 0.1, 1)",1,0,1;0.1,0;0,1,10827,0.245039,0
10829,14,clip Σ,,"clip(1·1 + -4·[10832], 0, 1)",0,0,1,0,1;-4,const;10832,0,0
10830,11,Π/Π,спрос на ПП,[10822] / [10824],0,10822,0,10824,,,0,0
10831,14,clip Σ,формир доли на ПП и Жил,"clip(1·[10828] + 1·[10836], 0, 1)",0,0,1,0,1;1,10828;10836,0,0
10832,14,clip Σ,формир доли на Жил,"clip(-0.5·1 + 1·[10828], 0, 100)",0,0,100,0,-0.5;1,const;10828,0,0
10833,1,Σ,формир доли на Жил,1·1 + 1·[10832],,,,,1;1,const;10832,0,0
10834,23,?23,формир доли на Жил,?23(1·[10833]; 10),10,0,,,1,10833,0,0
10835,11,Π/Π,доля на жилье,[10857] / [10834],0,10857,0,10834,,,0,0
10836,12,Π/Σ,доля на Жил,[10835] / (1·1 + 5·[10835]),0,10835,,,1;5,const;10835,0,0
10837,14,clip Σ,всего расходов на ТНП и др,"clip(1·[10820] + -1·[10856], 0, 1000)",0,0,1000,0,1;-1,10820;10856,0,0
10838,1,Σ,уровень жизни,1·1 + -1·[10828],,,,,1;-1,const;10828,0,0
10839,12,Π/Σ,натуральный спрос на покупку жилья (удовлетворенный),[10844] / (0.01·1 + 1·[10842]),0,10844,,,0.01;1,const;10842,0,0
10840,2,уставка·Σ,коэф перевода года в мес,1·(1·[10823]),1,0,,,1,10823,0,0
10841,11,Π/Π,спрос на строит жилья,[10840]·[10840] / [10842]·[10842],0;0,10840;10840,0;0,10842;10842,,,0,0
10842,2,уставка·Σ,цена строящ жилья,1·(1·[3120]),1,0,,,1,3120,0,0
10843,12,Π/Σ,доля на покупку жилья,[10848]·[10849]·[10841]·[10829] / (0.1·1 + 1·[10841]),0;0;0;0,10848;10849;10841;10829,,,0.1;1,const;10841,0,0
10844,9,Π,расходы на покупку жилья,[10823]·[10843],0;0,10823;10843,,,,,0,0
10845,14,clip Σ,расходы на наем жилья,"clip(1·[10823] + -1·[10844], 0, 1e+07)",0,0,1e+07,0,1;-1,10823;10844,0,0
10846,12,Π/Σ,формиров доли расходов на покупку жилья,[10853] / (1·[10842] + 1·[10853]),0,10853,,,1;1,10842;10853,0,0
10847,12,Π/Σ,формир доли расходов на покупку жилья,[10853] / (20·[10892]),0,10853,,,20,10892,0,0
10848,4,1/(Tp+1)·g,формир доли расх на жилье,"clip(1·(1·[10846]), 0.1, 1)",1,0,1;0.1,0;0,1,10846,0.353724,0
10849,4,1/(Tp+1)·g,формир доли расх на жилье,"clip(1·(1·[10847]), 0.1, 1)",1,0,1;0.1,0;0,1,10847,1,0
10850,9,Π,спрос на досуг в соц группы,[10811]·[10866]·[10837],0;0;0,10811;10866;10837,,,,,0,0
10851,5,∫ с пределами,куплено всего жилья,"∫(1·[10839] + -0.01·[10854]) dt, x0=1, pa1=0, hi=10000",1;0,0;0,10000,0,1;-0.01,10839;10854,20.8688,0
10852,12,Π/Σ,всего нанято жилья,[10845] / (0.1·[10853]),0,10845,,,0.1,10853,0,0
10853,2,уставка·Σ,цена найма жилья,1·(1·[3]),1,0,,,1,3,0,0
10854,12,Π/Σ,коэф амортизац купленного жилья,[10851] / (1·1 + 1.5·[10874]),0,10851,,,1;1.5,const;10874,0,0
10855,4,1/(Tp+1)·g,всего имеется жилья,"clip(2·(2·[10852] + 1·[10851]), 0.01, 1)",2,0,1;0.01,0;0,2;1,10852;10851,73.7453,0
10856,9,Π,поток уплаты налога за купленное жилье,[10851]·[10892],0;0,10851;10892,,,,,0,0
10857,11,Π/Π,отношение нормы жилья к имеещемуся,[10893] / [10855],0,10893,0,10855,,,0,0
10858,12,Π/Σ,качество жизни,[10866]·[400] / (1·[10857] + 1·[10828]),0;0,10866;400,,,1;1,10857;10828,0,0
10859,2,уставка·Σ,масшт спроса на аренду жилья для весов ценн в расходах,0.1·(1·[10852]),0.1,0,,,1,10852,0,0
10860,11,Π/Π,поток покупок ТНП,[10864]·[10837] / [10873]·[5150],0;0,10864;10837,0;0,10873;5150,,,0,0
10861,5,∫ с пределами,накоплено купленных ТНП,"∫(1·[10860] + -1·[10862]) dt, x0=0.5, pa1=1, hi=10000",0.5;1,0;0,10000,0,1;-1,10860;10862,48.2684,0
10862,12,Π/Σ,амортизация ТНП,[10861] / (10·1 + 20·[10874]),0,10861,,,10;20,const;10874,0,0
10863,2,уставка·Σ,всего имущества (ТНП+Жил),0.03·(1·[10861] + 1·[10855]),0.03,0,,,1;1,10861;10855,0,0
10864,12,Π/Σ,треб ТНП,[10855] / (0.01·1 + 0.4·[10861]),0,10855,,,0.01;0.4,const;10861,0,0
10865,12,Π/Σ,треб услуг,[10863] / (1·1 + 1·[10863]),0,10863,,,1;1,const;10863,0,0
10866,11,Π/Π,формир спроса на досуг,[10875]·[10837] / [10873]·[4]·[4]·[4],0;0,10875;10837,0;0;0;0,10873;4;4;4,,,0,0
10867,9,Π,объем потребляемых благ в соц сфере для формиров натуральн потребности в эл-эн,[10873]·[10811],0;0,10873;10811,,,,,0,0
10868,1,Σ,всего расходы на личное жилье (его приобретение и налог при его содержании),1·[1856] + 1·[1844],,,,,1;1,1856;1844,0,0
10870,14,clip Σ,уровень денежн нак при котором нчинается активное приобрет жилья,"clip(-3.5·1 + 1·[10815], 0, 1e+08)",0,0,1e+08,0,-3.5;1,const;10815,0,0
10871,2,уставка·Σ,Цдосуга,1.25·(1·1),1.25,0,,,1,const,0,0
10873,4,1/(Tp+1)·g,сумма потребностей в усл+досуге+ТНП,"clip(1·(1·[10864] + 1·[10865] + 1·[10875]), 0.01, 1)",1,0,1;0.01,0;0,1;1;1,10864;10865;10875,12.9251,0
10874,11,Π/Π,спрос на услуги,[10865]·[10837] / [5]·[10873],0;0,10865;10837,0;0,5;10873,,,0,0
10875,12,Π/Σ,поток услуг освобождающий время на досуг,[10874]·[10888] / (0.1·1 + 1·[10874]),0;0,10874;10888,,,0.1;1,const;10874,0,0
10876,11,Π/Π,вес цены блага в расходах соц группы,[10866]·[4]·[4] / [10818],0;0;0,10866;4;4,0,10818,,,0,0
10877,11,Π/Π,вес цены блага в расходах соц группы,[10874]·[5]·[5] / [10818],0;0;0,10874;5;5,0,10818,,,0,0
10878,11,Π/Π,вес цены блага в расходах соц группы,[10860]·[5150]·[5150] / [10818],0;0;0,10860;5150;5150,0,10818,,,0,0
10879,11,Π/Π,вес цены блага в расходах соц группы,[10859]·[3]·[3] / [10818],0;0;0,10859;3;3,0,10818,,,0,0
10880,11,Π/Π,вес цены блага в расходах соц группы,[10841]·[10842]·[10842] / [10818],0;0;0,10841;10842;10842,0,10818,,,0,0
10881,11,Π/Π,вес цены блага в расходах соц группы,[10826]·[10824]·[10824] / [10818]·[10811],0;0;0,10826;10824;10824,0;0,10818;10811,,,0,0
10885,12,Π/Σ,индекс социальной напряженности,[10887]·[10886] / (1·1 + 0.5·[10887]),0;0,10887;10886,,,1;0.5,const;10887,0,0
10886,1,Σ,формир потребн в досуге от соц напряж,1·1 + 2·[10005],,,,,1;2,const;10005,0,0
10887,12,Π/Σ,треб досуга,[1] / (5·[10858] + 1·[10817]),0,1,,,5;1,10858;10817,0,0
10888,4,1/(Tp+1)·g,треб досуга,"clip(1·(1·[10863] + 1·[10815]), 0.1, 1)",1,0,1;0.1,0;0,1;1,10863;10815,10.4379,0
10889,9,Π,накоплено денег в соц группе для возможной покупки дол,[10870]·[10811],0;0,10870;10811,,,,,0,0
10890,9,Π,уровень денежн накоплений насел при котором начинают покупать дол,[10815],0,10815,,,,,0,0
10891,1,Σ,сумма абсол знач весов цен благ соц гр,1·[10876] + 1·[10877] + 1·[10878] + 1·[10879] + 1·[10880] + 1·[10881],,,,,1;1;1;1;1;1,10876;10877;10878;10879;10880;10881,0,0
10892,2,уставка·Σ,ставка налога на жилье,1·(1·[7]),1,0,,,1,7,0,0
10893,2,уставка·Σ,норма жилья,10·(1·1),10,10893,,,1,const,0,1
10894,11,Π/Π,относит вес цены на ПП,[10881] / [10891],0,10881,0,10891,,,0,0
10895,11,Π/Π,относительный вес цены куплен жилья,[10880] / [10891],0,10880,0,10891,,,0,0
10896,11,Π/Π,относительный вес цены досуга,[10876] / [10891],0,10876,0,10891,,,0,0
10897,11,Π/Π,относительный вес цены услуг,[10877] / [10891],0,10877,0,10891,,,0,0
10898,11,Π/Π,относительный вес цены ТНП,[10878] / [10891],0,10878,0,10891,,,0,0
10899,11,Π/Π,относительный вес цены аренд жилья,[10879] / [10891],0,10879,0,10891,,,0,0
11001,14,clip Σ,реальн произв продукции,"clip(1·[11011], 0.2, 1.11111e+06)",0.2,0,1.11111e+06,0,1,11011,0,0
11002,4,1/(Tp+1)·g,потенц произв продукции,"clip(1·(1·[11011]), 0.1, 1)",1,0,1;0.1,0;0,1,11011,0.999753,0
11003,7,min,огранич в произв продукции,"min([11213], [11223], [11233], [11243], [11253], [11263], [11273], [11283], [11203])",0;0;0;0;0;0;0;0;0,11213;11223;11233;11243;11253;11263;11273;11283;11203,,,,,0,0
11004,14,clip Σ,производство продукции,"clip(1·[11017], 0.001, 10000)",0.001,0,10000,0,1,11017,0,0
11005,12,Π/Σ,степень безработицы в секторе,[232]·[11030] / (0.0001·1 + 1·[11009]),0;0,232;11030,,,0.0001;1,const;11009,0,0
11006,9,Π,МЗ от импорта,[11206]·[501],0;0,11206;501,,,,,0,0
11007,7,min,всего реализовано продукции,"min([11001], [11004])",0;0,11001;11004,,,,,0,0
11008,4,1/(Tp+1)·g,материальные затраты,"clip(1·(1.5345·[11018]), 0.02, 1)",1,0,1;0.02,0;0,1.5345,11018,317.052,0
11009,10,Σ·[ref],требуется труда с учетом сменности и потребн в продукции,(0.4·[11093])·[11025],0,11025,,,0.4,11093,0,0
11010,12,Π/Σ,цена рыночная,[11116] / (0.2·1 + 0.8·[11004]),0,11116,,,0.2;0.8,const;11004,0,0
11011,10,Σ·[ref],потенциальное производство продукции,(0.5·[11080])·[11029],0,11029,,,0.5,11080,0,0
11012,2,уставка·Σ,подано труда,2.05·(1·1),2.05,11012,,,1,const,0,1
11013,11,Π/Π,расходы сект на Фп,[11365]·[11066] / [11072],0;0,11365;11066,0,11072,,,0,0
11014,11,Π/Π,расходы сект на Фа,[11365]·[11068] / [11072],0;0,11365;11068,0,11072,,,0,0
11015,11,Π/Π,количество прибыли для импортного оборудования,[11365]·[11075] / [11072],0;0,11365;11075,0,11072,,,0,0
11016,2,уставка·Σ,общее предложение труда в секторе производства,2·(1·[11012] + 1·[235]),2,0,,,1;1,11012;235,0,0
11017,4,1/(Tp+1)·g,,"clip(1·(1·[11011]), 0.02, 1)",1,0,1;0.02,0;0,1,11011,1,0
11018,1,Σ,сумма номинальных материальных затрат,1·[11006] + 1·[11217] + 1·[11227] + 1·[11237] + 1·[11247] + 1·[11257] + 1·[11267] + 1·[11277],,,,,1;1;1;1;1;1;1;1,11006;11217;11227;11237;11247;11257;11267;11277,0,0
11019,9,Π,цена сырья,[11037]·[11105],0;0,11037;11105,,,,,0,0
11020,2,уставка·Σ,ставка зарплаты,1.5·(1·1),1.5,11020,,,1,const,0,1
11021,1,Σ,условно средняя цена поставляемых новых фондов для их развития,0.5·[2039] + 0.5·[3039],,,,,0.5;0.5,2039;3039,0,0
11025,5,∫ с пределами,К сменности,"∫(1·[11076] + -1·[11004]) dt, x0=1, pa1=0.2, hi=2.5",1;0.2,0;0,2.5,0,1;-1,11076;11004,0.999604,0
11026,13,Σ/Π,доход на одного в соц группе сырья,(1·[11052] + 1·[11032]) / [11029],,,0,11029,1;1,11052;11032,0,0
